MQ7,MQ2,T,U
124.1,109.4,27.85,64.09
123.9,109.3,27.84,64.13
123.8,109.3,27.83,64.16
123.7,109.3,27.82,64.19
123.7,109.2,27.82,64.21
123.7,109.2,27.82,64.23
123.7,109.3,27.83,64.26
123.7,109.3,27.84,64.29
123.8,109.3,27.85,64.31
123.8,109.4,27.86,64.33
123.9,109.5,27.87,64.35
124.1,109.6,27.88,64.36
124.1,109.6,27.89,64.36
124.1,109.6,27.9,64.36
124.1,109.7,27.9,64.36
124.2,109.8,27.9,64.36
124.2,109.8,27.9,64.35
124.2,109.9,27.91,64.34
124.2,110.0,27.92,64.33
124.3,110.0,27.93,64.31
124.4,110.0,27.94,64.29
124.4,110.0,27.95,64.27
124.5,110.1,27.96,64.26
124.6,110.1,27.97,64.25
124.7,110.1,27.98,64.23
124.7,110.1,27.99,64.21
124.7,110.1,28.01,64.19
124.7,110.1,28.02,64.17
124.8,110.1,28.03,64.15
124.7,110.1,28.03,64.13
124.6,110.1,28.03,64.11
124.5,110.1,28.04,64.09
124.4,110.0,28.05,64.07
124.3,109.9,28.06,64.05
124.2,109.9,28.07,64.04
124.1,109.9,28.08,64.03
124.2,110.0,28.08,64.02
124.2,110.0,28.08,64.01
124.2,110.0,28.08,64.0
124.3,110.0,28.09,63.99
124.4,110.0,28.1,63.98
124.5,110.0,28.1,63.98
124.6,110.0,28.1,63.97
124.6,110.1,28.1,63.96
124.7,110.2,28.1,63.95
124.8,110.2,28.1,63.94
124.8,110.1,28.1,63.93
124.8,110.1,28.1,63.92
124.7,110.1,28.1,63.91
124.6,110.1,28.1,63.91
124.5,110.1,28.1,63.91
124.5,110.1,28.1,63.9
124.5,110.1,28.1,63.9
124.6,110.1,28.1,63.9
124.5,110.0,28.1,63.9
124.4,109.9,28.1,63.9
124.4,109.9,28.09,63.9
124.4,109.9,28.08,63.9
124.4,109.8,28.07,63.9
124.4,109.7,28.07,63.9
124.4,109.7,28.07,63.9
124.3,109.7,28.07,63.9
124.2,109.7,28.07,63.9
124.0,109.6,28.07,63.9
123.9,109.5,28.07,63.9
123.8,109.5,28.07,63.9
123.6,109.4,28.08,63.9
123.6,109.3,28.09,63.9
123.5,109.3,28.1,63.9
123.5,109.4,28.1,63.9
123.5,109.4,28.1,63.9
123.6,109.4,28.1,63.9
123.6,109.4,28.1,63.89
123.7,109.5,28.1,63.88
123.8,109.6,28.11,63.87
123.9,109.7,28.12,63.86
124.0,109.8,28.13,63.85
124.0,109.8,28.14,63.83
124.1,109.8,28.15,63.81
124.1,109.7,28.16,63.79
124.1,109.6,28.17,63.76
123.9,109.5,28.18,63.73
123.9,109.4,28.19,63.71
123.9,109.3,28.2,63.69
123.9,109.2,28.2,63.66
123.9,109.1,28.2,63.63
123.8,109.0,28.2,63.6
123.7,109.0,28.2,63.58
123.7,109.0,28.2,63.56
123.7,109.0,28.2,63.54
123.7,109.0,28.21,63.53
123.8,109.0,28.21,63.52
123.8,109.0,28.21,63.5
123.9,109.1,28.21,63.48
124.0,109.2,28.21,63.47
124.0,109.2,28.21,63.46
124.2,109.3,28.21,63.45
124.3,109.4,28.21,63.44
124.4,109.5,28.21,63.43
124.5,109.6,28.2,63.42
124.5,109.6,28.18,63.42
124.5,109.6,28.17,63.42
124.6,109.7,28.16,63.43
124.6,109.7,28.15,63.44
124.6,109.6,28.14,63.46
124.7,109.6,28.13,63.48
124.7,109.5,28.11,63.5
124.7,109.4,28.09,63.52
124.6,109.3,28.07,63.55
124.6,109.2,28.06,63.58
124.7,109.2,28.05,63.61
124.8,109.2,28.03,63.64
124.8,109.2,28.01,63.67
124.8,109.2,27.99,63.71
124.7,109.2,27.97,63.74
124.7,109.2,27.95,63.78
124.6,109.2,27.94,63.82
124.6,109.2,27.93,63.86
124.6,109.2,27.92,63.9
124.5,109.2,27.91,63.94
124.4,109.2,27.9,63.97
124.2,109.1,27.9,64.01
123.9,108.8,27.9,64.05
123.4,108.4,27.9,64.08
123.2,108.3,27.9,64.11
123.1,108.3,27.9,64.13
123.2,108.4,27.9,64.15
123.3,108.5,27.91,64.17
123.4,108.6,27.92,64.18
123.5,108.7,27.93,64.19
123.6,108.8,27.94,64.2
123.8,109.0,27.95,64.2
124.2,109.3,27.96,64.2
124.8,109.7,27.97,64.2
125.2,109.9,27.98,64.2
125.4,110.0,27.99,64.2
125.4,110.0,28.0,64.19
125.3,109.9,28.0,64.18
125.3,109.9,28.0,64.17
125.3,109.9,28.0,64.16
125.3,109.9,28.0,64.15
125.3,109.9,28.0,64.13
125.2,109.9,28.0,64.11
125.1,109.9,28.0,64.09
125.0,109.9,28.01,64.07
124.9,109.9,28.02,64.05
124.9,109.9,28.03,64.04
125.0,110.0,28.04,64.02
125.0,110.0,28.05,64.0
125.0,110.0,28.06,63.98
125.0,110.0,28.07,63.96
125.0,110.0,28.08,63.95
125.1,110.0,28.09,63.94
125.2,110.1,28.1,63.92
125.3,110.2,28.11,63.9
125.4,110.3,28.12,63.88
125.5,110.4,28.13,63.86
125.6,110.5,28.14,63.85
125.7,110.6,28.15,63.84
125.8,110.7,28.16,63.82
125.9,110.8,28.17,63.8
126.0,110.9,28.18,63.78
126.0,111.0,28.18,63.76
126.0,110.9,28.18,63.75
125.9,110.8,28.18,63.74
125.8,110.7,28.18,63.73
125.8,110.7,28.18,63.72
125.8,110.7,28.17,63.71
125.8,110.7,28.16,63.7
125.8,110.7,28.15,63.69
125.8,110.7,28.14,63.68
125.8,110.7,28.13,63.68
125.8,110.7,28.13,63.68
125.8,110.8,28.13,63.68
125.9,110.9,28.12,63.67
126.0,111.0,28.11,63.67
126.1,111.0,28.1,63.67
126.1,111.1,28.1,63.67
126.1,111.1,28.1,63.67
126.1,111.1,28.1,63.68
126.1,111.1,28.1,63.69
126.1,111.1,28.1,63.7
126.2,111.1,28.1,63.71
126.3,111.2,28.09,63.72
126.4,111.3,28.08,63.74
126.5,111.4,28.07,63.75
126.5,111.5,28.06,63.76
126.6,111.5,28.05,63.77
126.7,111.6,28.04,63.79
126.8,111.7,28.03,63.81
126.9,111.8,28.02,63.83
127.0,111.9,28.01,63.84
127.0,112.0,28.0,63.85
127.0,112.0,28.0,63.86
127.0,112.0,28.0,63.87
127.0,112.0,28.0,63.88
127.0,112.0,28.0,63.89
127.0,112.0,28.0,63.9
127.0,112.0,28.0,63.91
127.0,112.0,28.0,63.91
127.0,112.0,28.01,63.91
127.1,112.0,28.02,63.91
127.2,112.0,28.03,63.91
127.3,112.0,28.04,63.91
127.4,112.1,28.05,63.91
127.5,112.2,28.06,63.91
127.6,112.3,28.07,63.91
127.7,112.4,28.08,63.9
127.8,112.5,28.09,63.88
127.8,112.5,28.1,63.87
127.8,112.5,28.1,63.86
127.7,112.5,28.1,63.85
127.6,112.5,28.1,63.83
127.5,112.5,28.1,63.81
127.4,112.4,28.1,63.79
127.3,112.3,28.1,63.77
127.2,112.2,28.1,63.75
127.1,112.1,28.1,63.74
127.0,112.0,28.1,63.72
127.0,112.0,28.1,63.71
127.0,112.0,28.1,63.7
127.0,112.0,28.1,63.69
127.0,112.0,28.1,63.69
127.0,112.0,28.1,63.69
127.0,112.0,28.1,63.69
127.1,112.0,28.1,63.69
127.2,112.0,28.1,63.69
127.3,112.1,28.1,63.69
127.4,112.2,28.1,63.7
127.5,112.3,28.1,63.7
127.6,112.4,28.1,63.7
127.7,112.5,28.1,63.7
127.8,112.5,28.1,63.7
127.8,112.5,28.1,63.7
127.8,112.5,28.09,63.7
127.6,112.4,28.08,63.7
127.4,112.3,28.07,63.7
127.2,112.1,28.06,63.7
127.0,112.0,28.05,63.7
126.8,111.9,28.04,63.71
126.6,111.7,28.03,63.72
126.3,111.5,28.02,63.73
126.1,111.4,28.01,63.74
126.0,111.4,28.0,63.75
125.9,111.3,28.0,63.77
125.9,111.3,27.99,63.79
125.9,111.3,27.98,63.81
125.9,111.3,27.97,63.83
125.9,111.2,27.96,63.86
125.9,111.1,27.95,63.88
125.9,111.1,27.94,63.9
126.0,111.1,27.93,63.92
126.0,111.2,27.92,63.95
126.1,111.2,27.91,63.98
126.2,111.3,27.9,64.0
126.3,111.4,27.9,64.02
126.5,111.6,27.9,64.04
126.7,111.7,27.9,64.06
126.7,111.8,27.9,64.08
126.7,111.8,27.9,64.09
126.7,111.8,27.91,64.1
126.7,111.8,27.91,64.11
126.6,111.6,27.91,64.11
126.4,111.5,27.92,64.12
126.3,111.4,27.93,64.12
126.2,111.4,27.94,64.12
126.0,111.3,27.95,64.12
125.9,111.3,27.96,64.12
126.0,111.3,27.97,64.11
126.1,111.4,27.98,64.11
126.2,111.5,27.98,64.11
126.4,111.6,27.99,64.1
126.7,111.8,28.0,64.09
127.0,111.9,28.0,64.07
127.0,111.9,28.0,64.06
127.1,111.9,28.0,64.05
127.2,111.9,28.01,64.03
127.2,111.9,28.02,64.01
127.2,111.9,28.03,63.99
127.2,111.9,28.04,63.97
127.1,111.8,28.05,63.95
126.9,111.7,28.06,63.94
126.6,111.6,28.07,63.93
126.3,111.5,28.08,63.91
126.3,111.5,28.08,63.89
126.2,111.4,28.09,63.87
126.0,111.3,28.08,63.86
125.9,111.3,28.07,63.85
125.8,111.3,28.06,63.84
125.7,111.2,28.05,63.83
125.7,111.3,28.04,63.82
125.7,111.3,28.03,63.82
125.8,111.4,28.02,63.81
125.9,111.4,28.01,63.82
126.0,111.5,28.01,63.83
126.1,111.6,28.0,63.84
126.3,111.7,28.0,63.85
126.4,111.7,28.0,63.86
126.5,111.7,28.0,63.87
126.6,111.8,28.0,63.88
126.8,111.8,28.0,63.89
127.0,112.0,28.0,63.89
127.2,112.0,28.0,63.91
127.4,112.1,28.0,63.92
127.5,112.2,28.0,63.93
127.6,112.3,28.0,63.94
127.6,112.3,28.0,63.95
127.6,112.3,28.0,63.96
127.6,112.3,28.0,63.97
127.6,112.3,28.0,63.98
127.5,112.3,28.0,63.99
127.5,112.3,28.0,64.0
127.5,112.4,28.0,64.0
127.5,112.5,28.0,64.0
127.5,112.5,28.0,64.0
127.5,112.5,28.0,64.0
127.6,112.6,28.01,64.0
127.6,112.6,28.02,63.99
127.5,112.5,28.03,63.98
127.4,112.4,28.04,63.97
127.3,112.3,28.05,63.96
127.1,112.1,28.06,63.95
126.9,111.9,28.07,63.94
126.7,111.7,28.08,63.93
126.5,111.6,28.09,63.91
126.4,111.5,28.1,63.89
126.3,111.4,28.1,63.87
126.2,111.3,28.1,63.86
126.3,111.4,28.1,63.85
126.4,111.5,28.1,63.83
126.6,111.6,28.11,63.81
126.8,111.8,28.12,63.79
127.0,112.0,28.13,63.77
127.2,112.2,28.14,63.75
127.4,112.3,28.15,63.74
127.6,112.4,28.16,63.73
127.7,112.5,28.17,63.71
127.9,112.7,28.19,63.69
128.0,112.8,28.21,63.67
128.1,112.9,28.23,63.65
128.1,112.9,28.24,63.63
128.1,112.8,28.25,63.6
128.1,112.7,28.26,63.57
128.1,112.6,28.27,63.54
128.0,112.5,28.28,63.5
127.8,112.4,28.29,63.47
127.7,112.3,28.3,63.44
127.6,112.2,28.3,63.41
127.6,112.1,28.3,63.38
127.6,112.0,28.3,63.35
127.6,112.0,28.31,63.32
127.6,112.0,28.31,63.3
127.6,112.0,28.32,63.28
127.6,112.0,28.33,63.26
127.7,112.0,28.34,63.24
127.7,112.0,28.35,63.21
127.8,112.0,28.36,63.19
127.9,112.0,28.37,63.17
127.9,112.0,28.37,63.15
127.9,112.0,28.38,63.14
127.9,112.1,28.38,63.13
127.9,112.2,28.38,63.11
127.9,112.3,28.38,63.09
127.9,112.3,28.37,63.07
127.9,112.4,28.36,63.06
128.0,112.5,28.36,63.05
128.0,112.6,28.35,63.04
128.0,112.7,28.34,63.03
128.0,112.8,28.34,63.02
128.0,112.9,28.33,63.01
128.0,112.9,28.33,63.0
128.0,112.9,28.33,63.0
128.0,112.9,28.33,63.01
128.0,113.0,28.33,63.01
128.0,113.0,28.33,63.01
128.0,113.0,28.32,63.01
128.0,113.0,28.32,63.01
128.0,113.0,28.32,63.01
128.0,113.0,28.32,63.01
128.0,113.0,28.32,63.01
128.0,112.9,28.31,63.01
127.9,112.8,28.31,63.01
127.9,112.7,28.3,63.0
127.9,112.6,28.3,63.01
127.8,112.5,28.3,63.02
127.7,112.4,28.3,63.03
127.6,112.3,28.3,63.04
127.5,112.2,28.3,63.05
127.4,112.1,28.3,63.06
127.3,112.0,28.3,63.07
127.2,112.0,28.3,63.08
127.2,112.0,28.3,63.09
127.1,112.0,28.3,63.1
127.1,112.0,28.3,63.1
127.1,112.0,28.3,63.1
127.2,112.0,28.29,63.1
127.2,112.0,28.28,63.11
127.2,112.0,28.27,63.12
127.2,112.0,28.26,63.13
127.2,112.0,28.25,63.14
127.2,112.0,28.24,63.15
127.2,112.0,28.23,63.16
127.2,112.0,28.22,63.17
127.1,112.0,28.21,63.18
127.1,112.0,28.2,63.2
127.0,112.0,28.2,63.22
127.0,112.0,28.2,63.23
127.0,112.0,28.2,63.24
127.0,112.0,28.19,63.25
127.0,112.0,28.18,63.26
127.0,112.0,28.17,63.27
127.0,112.0,28.16,63.28
127.0,112.0,28.15,63.3
127.0,112.0,28.14,63.32
127.0,112.0,28.13,63.33
127.0,112.0,28.12,63.34
127.0,112.0,28.11,63.36
127.0,112.0,28.09,63.38
127.0,112.0,28.08,63.41
127.0,112.0,28.07,63.44
127.0,112.0,28.06,63.48
127.0,112.0,28.05,63.52
127.0,112.0,28.04,63.55
127.0,112.0,28.03,63.59
127.0,112.1,28.02,63.63
127.0,112.2,28.01,63.67
127.0,112.3,28.01,63.7
127.0,112.4,28.01,63.73
127.0,112.5,28.01,63.75
127.0,112.6,28.01,63.78
127.0,112.7,28.01,63.8
127.0,112.7,28.02,63.81
127.0,112.8,28.03,63.83
127.0,112.9,28.04,63.84
127.1,112.9,28.05,63.84
127.1,112.8,28.06,63.84
127.1,112.8,28.06,63.85
127.1,112.8,28.07,63.86
127.1,112.7,28.08,63.86
127.1,112.7,28.09,63.86
127.1,112.7,28.1,63.85
127.1,112.7,28.1,63.85
127.1,112.7,28.1,63.84
127.1,112.7,28.1,63.83
126.9,112.6,28.1,63.84
126.8,112.6,28.1,63.84
126.7,112.5,28.09,63.83
126.6,112.4,28.09,63.83
126.5,112.4,28.09,63.84
126.4,112.3,28.09,63.84
126.3,112.2,28.09,63.85
126.2,112.1,28.09,63.86
126.0,111.9,28.08,63.87
125.8,111.7,28.07,63.88
125.7,111.6,28.06,63.87
125.6,111.5,28.05,63.88
125.5,111.4,28.06,63.89
125.4,111.3,28.06,63.89
125.3,111.2,28.05,63.89
125.2,111.1,28.05,63.89
125.1,111.0,28.05,63.89
125.0,111.1,28.05,63.89
125.1,111.2,28.06,63.89
125.2,111.3,28.07,63.89
125.3,111.4,28.08,63.9
125.4,111.5,28.09,63.9
125.4,111.5,28.09,63.9
125.4,111.6,28.09,63.9
125.5,111.7,28.1,63.9
125.6,111.8,28.1,63.9
125.7,111.8,28.1,63.9
125.8,111.8,28.1,63.89
125.8,111.8,28.1,63.89
125.8,111.8,28.09,63.88
125.8,111.8,28.08,63.87
125.8,111.8,28.07,63.86
125.9,111.9,28.06,63.85
126.0,111.9,28.05,63.84
126.0,111.9,28.04,63.83
126.0,111.9,28.03,63.83
126.0,112.0,28.02,63.83
126.0,112.0,28.01,63.84
126.0,112.0,28.0,63.84
126.0,112.0,28.0,63.85
126.0,112.0,28.0,63.86
126.0,112.0,28.0,63.87
126.0,112.0,28.0,63.89
126.0,112.0,28.0,63.91
126.0,112.0,28.0,63.93
126.0,112.0,28.0,63.94
126.0,112.0,28.0,63.95
126.0,112.0,28.0,63.96
126.0,112.0,28.0,63.97
126.0,112.0,28.0,63.98
126.0,112.0,28.0,63.99
126.0,112.0,28.0,64.0
126.0,112.0,28.0,64.0
126.0,112.0,28.0,64.0
126.0,112.0,28.0,64.0
126.0,112.0,28.0,64.0
126.0,112.0,28.0,64.0
126.0,112.0,28.0,64.0
126.0,112.0,28.0,64.0
126.0,112.0,28.0,64.0
126.0,112.0,28.0,64.0
126.0,112.0,28.0,64.0
126.0,112.0,28.0,64.0
126.0,112.0,28.0,64.0
126.0,112.0,28.0,64.0
126.0,112.0,28.0,64.0
126.0,112.0,28.0,64.0
126.0,112.1,28.0,64.0
126.1,112.2,28.0,64.0
126.2,112.3,28.0,64.0
126.4,112.5,28.0,64.0
126.6,112.7,28.0,64.0
126.8,112.9,28.0,64.0
127.1,113.1,28.0,64.0
127.4,113.4,28.0,64.0
127.7,113.7,28.0,64.0
127.9,113.8,28.01,64.0
128.1,113.9,28.02,64.0
128.2,114.0,28.03,64.0
128.3,114.0,28.04,63.99
128.2,113.9,28.05,63.98
128.0,113.7,28.06,63.97
127.8,113.5,28.07,63.96
127.5,113.3,28.08,63.95
127.2,113.0,28.09,63.94
126.9,112.7,28.1,63.93
126.7,112.6,28.1,63.92
126.5,112.4,28.11,63.91
126.3,112.2,28.12,63.89
126.1,112.1,28.13,63.88
126.0,112.0,28.14,63.87
126.0,112.0,28.15,63.86
126.0,112.0,28.16,63.84
126.0,112.0,28.17,63.82
126.0,112.0,28.18,63.8
126.0,112.0,28.19,63.77
126.0,112.0,28.2,63.74
126.0,112.0,28.21,63.71
126.0,112.0,28.22,63.68
126.0,112.0,28.23,63.65
126.0,112.0,28.24,63.62
126.0,112.0,28.25,63.59
126.0,112.1,28.26,63.56
126.0,112.2,28.27,63.53
126.0,112.3,28.28,63.5
126.0,112.4,28.29,63.47
126.0,112.4,28.3,63.44
126.0,112.5,28.3,63.41
126.1,112.6,28.3,63.39
126.2,112.7,28.3,63.36
126.3,112.7,28.31,63.33
126.4,112.8,28.31,63.3
126.5,112.8,28.32,63.28
126.6,112.8,28.33,63.26
126.7,112.8,28.34,63.23
126.7,112.8,28.35,63.21
126.8,112.9,28.36,63.19
126.9,112.9,28.37,63.17
126.9,112.9,28.38,63.15
126.9,112.9,28.39,63.14
126.9,113.0,28.39,63.12
126.9,113.0,28.4,63.1
126.9,113.0,28.4,63.08
126.9,113.0,28.4,63.06
126.9,113.0,28.4,63.05
127.0,113.0,28.4,63.04
127.0,113.0,28.4,63.03
126.9,113.0,28.4,63.02
126.8,113.0,28.4,63.01
126.7,113.0,28.4,63.0
126.7,113.0,28.4,63.0
126.7,113.0,28.4,63.0
126.6,113.0,28.4,63.0
126.5,112.9,28.4,62.99
126.4,112.8,28.4,62.98
126.3,112.7,28.4,62.97
126.2,112.6,28.4,62.96
126.2,112.5,28.4,62.95
126.2,112.4,28.4,62.94
126.2,112.3,28.4,62.93
126.1,112.2,28.4,62.92
126.0,112.1,28.4,62.91
126.0,112.0,28.4,62.9
126.0,112.0,28.4,62.9
126.0,112.0,28.4,62.9
126.0,112.0,28.4,62.9
126.0,112.0,28.4,62.9
126.0,112.0,28.4,62.9
126.0,112.0,28.4,62.9
126.0,112.0,28.4,62.9
126.0,112.0,28.4,62.9
126.0,112.0,28.4,62.9
126.0,112.0,28.4,62.9
126.0,112.0,28.4,62.9
126.0,112.0,28.4,62.9
126.0,112.0,28.4,62.9
126.1,112.1,28.4,62.9
126.1,112.1,28.4,62.9
126.1,112.2,28.4,62.9
126.1,112.2,28.4,62.9
126.1,112.2,28.4,62.9
126.1,112.2,28.4,62.9
126.1,112.3,28.4,62.9
126.1,112.4,28.4,62.9
126.2,112.5,28.4,62.9
126.2,112.6,28.4,62.9
126.2,112.6,28.4,62.9
126.3,112.7,28.4,62.9
126.4,112.7,28.39,62.9
126.5,112.8,28.38,62.9
126.6,112.9,28.37,62.9
126.7,113.0,28.37,62.9
126.8,113.0,28.37,62.9
127.0,113.1,28.36,62.9
127.1,113.1,28.35,62.9
127.2,113.1,28.34,62.9
127.2,113.1,28.34,62.9
127.2,113.1,28.33,62.9
127.2,113.1,28.33,62.9
127.2,113.1,28.33,62.9
127.1,113.1,28.33,62.9
127.0,113.1,28.32,62.91
126.9,113.0,28.31,62.92
126.7,112.9,28.31,62.93
126.5,112.8,28.31,62.94
126.4,112.7,28.31,62.95
126.3,112.7,28.3,62.96
126.3,112.7,28.3,62.97
126.3,112.7,28.3,62.98
126.3,112.7,28.29,62.99
126.4,112.7,28.28,63.01
126.5,112.6,28.27,63.02
126.6,112.7,28.26,63.03
126.6,112.6,28.25,63.04
126.6,112.6,28.24,63.06
126.6,112.6,28.23,63.08
126.6,112.5,28.22,63.1
126.5,112.4,28.21,63.12
126.4,112.3,28.2,63.14
126.3,112.2,28.2,63.16
126.2,112.1,28.2,63.18
126.1,112.1,28.2,63.2
126.0,112.0,28.2,63.22
126.0,112.0,28.2,63.24
126.0,112.0,28.2,63.25
126.0,112.0,28.2,63.27
126.0,112.0,28.2,63.29
126.0,112.0,28.19,63.31
126.0,112.0,28.19,63.33
126.0,112.0,28.19,63.35
126.0,112.1,28.18,63.36
126.1,112.2,28.17,63.37
126.2,112.3,28.17,63.38
126.3,112.4,28.17,63.39
126.3,112.4,28.17,63.4
126.3,112.4,28.17,63.4
126.4,112.5,28.17,63.39
126.5,112.6,28.18,63.38
126.6,112.7,28.18,63.37
126.7,112.8,28.18,63.36
126.8,112.8,28.19,63.35
126.8,112.8,28.2,63.34
126.8,112.8,28.19,63.33
126.8,112.8,28.18,63.32
127.0,112.9,28.17,63.31
127.1,113.0,28.16,63.3
127.1,113.0,28.15,63.3
127.1,113.0,28.14,63.3
127.1,113.0,28.13,63.3
127.1,113.0,28.12,63.31
127.1,113.0,28.11,63.32
127.1,113.0,28.1,63.33
127.2,113.1,28.1,63.34
127.3,113.2,28.1,63.35
127.4,113.4,28.1,63.36
127.5,113.5,28.1,63.38
127.6,113.6,28.1,63.4
127.7,113.7,28.09,63.42
127.8,113.8,28.08,63.44
127.9,113.9,28.07,63.45
128.1,114.0,28.06,63.47
128.2,114.1,28.05,63.49
128.2,114.1,28.04,63.51
128.3,114.2,28.03,63.53
128.3,114.2,28.01,63.56
128.3,114.2,27.99,63.58
128.3,114.2,27.97,63.6
128.3,114.2,27.96,63.63
128.3,114.2,27.95,63.66
128.3,114.2,27.94,63.69
128.2,114.2,27.93,63.72
128.2,114.2,27.92,63.75
128.2,114.2,27.91,63.79
128.1,114.1,27.9,63.83
128.0,114.0,27.9,63.86
128.0,114.0,27.89,63.89
128.0,113.9,27.88,63.93
128.0,113.9,27.87,63.96
128.0,113.9,27.86,64.0
128.0,113.8,27.86,64.04
128.0,113.7,27.86,64.07
128.0,113.6,27.86,64.1
128.0,113.5,27.85,64.11
127.9,113.4,27.85,64.12
127.8,113.3,27.85,64.13
127.7,113.2,27.86,64.15
127.6,113.2,27.86,64.16
127.4,113.1,27.86,64.17
127.2,113.0,27.86,64.17
127.0,113.0,27.85,64.16
126.8,113.0,27.84,64.16
126.6,112.9,27.83,64.16
126.4,112.8,27.83,64.17
126.3,112.7,27.82,64.18
126.2,112.6,27.81,64.19
126.1,112.5,27.8,64.19
126.0,112.4,27.8,64.19
126.1,112.4,27.8,64.19
126.2,112.4,27.8,64.19
126.3,112.4,27.8,64.21
126.4,112.4,27.79,64.22
126.5,112.5,27.79,64.23
126.6,112.6,27.79,64.24
126.7,112.7,27.79,64.25
126.8,112.8,27.79,64.26
126.9,112.9,27.79,64.27
127.0,113.0,27.79,64.28
127.1,113.0,27.79,64.29
127.1,113.0,27.79,64.3
127.1,113.0,27.79,64.3
127.1,113.0,27.8,64.3
127.1,113.0,27.8,64.3
127.1,113.0,27.8,64.3
127.1,113.0,27.8,64.3
127.0,113.0,27.81,64.3
127.0,113.0,27.82,64.3
127.0,113.0,27.82,64.3
126.9,113.0,27.83,64.3
126.8,113.0,27.84,64.3
126.8,113.0,27.85,64.3
126.7,113.0,27.86,64.3
126.7,113.0,27.87,64.3
126.7,113.0,27.88,64.29
126.7,113.0,27.89,64.28
126.8,113.0,27.89,64.27
126.8,113.0,27.89,64.26
126.8,113.0,27.9,64.25
126.8,113.0,27.9,64.24
126.9,113.0,27.9,64.23
127.0,113.1,27.9,64.21
127.2,113.1,27.91,64.19
127.2,113.1,27.92,64.17
127.2,113.1,27.93,64.16
127.2,113.1,27.94,64.15
127.2,113.1,27.95,64.14
127.2,113.1,27.95,64.13
127.3,113.2,27.96,64.11
127.3,113.2,27.97,64.09
127.3,113.2,27.97,64.07
127.2,113.1,27.98,64.06
127.1,113.1,27.97,64.05
127.1,113.1,27.96,64.04
127.1,113.1,27.96,64.03
127.1,113.1,27.95,64.02
127.1,113.1,27.94,64.01
127.1,113.1,27.94,64.0
127.0,113.0,27.93,64.0
127.0,113.0,27.93,64.0
127.1,113.0,27.93,64.0
127.1,113.0,27.93,64.0
127.2,113.1,27.94,64.0
127.3,113.2,27.95,64.0
127.4,113.3,27.95,64.0
127.5,113.4,27.96,64.0
127.6,113.5,27.97,64.0
127.7,113.6,27.98,64.0
127.8,113.7,27.99,64.0
127.7,113.6,27.99,64.0
127.5,113.5,28.0,63.99
127.5,113.5,28.01,63.98
127.4,113.4,28.02,63.97
127.3,113.3,28.03,63.96
127.3,113.2,28.04,63.94
127.1,113.0,28.05,63.92
127.0,112.9,28.06,63.9
126.9,112.8,28.07,63.88
126.7,112.6,28.08,63.85
126.7,112.6,28.09,63.82
126.7,112.6,28.1,63.8
126.6,112.5,28.1,63.78
126.4,112.3,28.1,63.75
126.3,112.2,28.1,63.72
126.1,112.1,28.1,63.7
126.1,112.1,28.1,63.68
126.0,112.0,28.1,63.66
125.9,111.9,28.1,63.64
126.0,111.9,28.1,63.63
126.0,111.9,28.11,63.61
126.0,111.8,28.12,63.59
125.9,111.8,28.13,63.57
125.9,111.8,28.14,63.56
125.8,111.7,28.15,63.54
125.7,111.6,28.16,63.52
125.6,111.5,28.17,63.5
125.5,111.4,28.18,63.48
125.3,111.3,28.19,63.46
125.0,111.1,28.2,63.43
124.8,110.9,28.2,63.41
124.6,110.8,28.2,63.39
124.5,110.6,28.2,63.37
124.4,110.5,28.2,63.35
124.4,110.5,28.2,63.34
124.4,110.5,28.2,63.32
124.4,110.4,28.2,63.3
124.4,110.4,28.2,63.28
124.5,110.4,28.2,63.26
124.6,110.5,28.21,63.25
124.7,110.7,28.21,63.23
124.8,110.8,28.21,63.21
125.0,111.0,28.22,63.19
125.1,111.1,28.22,63.17
125.1,111.2,28.22,63.15
125.1,111.3,28.22,63.13
125.2,111.5,28.22,63.11
125.3,111.6,28.22,63.09
125.4,111.7,28.22,63.08
125.5,111.8,28.21,63.07
125.6,111.8,28.21,63.07
125.7,111.9,28.21,63.07
125.7,111.9,28.2,63.07
125.8,112.0,28.2,63.07
125.9,112.0,28.19,63.07
126.0,112.0,28.18,63.08
126.0,112.0,28.17,63.09
125.9,112.0,28.16,63.11
125.9,112.0,28.15,63.12
125.9,112.0,28.14,63.13
125.9,112.0,28.13,63.14
125.9,112.0,28.12,63.15
125.9,112.0,28.11,63.17
125.8,112.0,28.09,63.19
125.8,112.0,28.08,63.21
125.7,111.9,28.07,63.24
125.6,111.8,28.06,63.27
125.6,111.7,28.05,63.29
125.5,111.6,28.04,63.31
125.4,111.5,28.03,63.33
125.3,111.4,28.02,63.36
125.2,111.3,28.0,63.39
125.1,111.2,27.99,63.41
125.1,111.1,27.99,63.44
125.0,111.0,27.98,63.47
125.0,111.0,27.97,63.49
125.0,111.0,27.96,63.52
125.0,111.0,27.95,63.55
125.0,111.0,27.94,63.58
125.0,111.1,27.93,63.61
125.0,111.1,27.92,63.63
125.0,111.1,27.92,63.65
125.0,111.1,27.91,63.67
125.0,111.2,27.9,63.69
125.1,111.3,27.9,63.71
125.2,111.4,27.9,63.73
125.3,111.5,27.9,63.74
125.3,111.5,27.91,63.75
125.3,111.5,27.91,63.76
125.3,111.4,27.92,63.77
125.2,111.3,27.92,63.78
125.1,111.2,27.93,63.79
125.0,111.1,27.94,63.8
